776713491839324160,"There are 53 confirmed cases of the Zika Virus in MI, and we are breaking down what you need to know to protect yourself @ 5 34 on MTM"
758379019775598597,"My grandparents keep freaking out about Zika and have made me put on bug spray every single day, even though it clearly is not working "
723530661072502784,"‚We can‚t spray our way out of this‚ Zika response is about more than resources, this is about behaviour changes baker health"
728649023268130816, and bug spray sounds a better idea rather than banned tourism. I know no one with Zika and I live in PR
753695588164612096,"I hope Congress, will stop playing politics and work quickly to fund critical response efforts to protect pregnant women against Zika."
770263181117849600,"Our job is to to protect pregnant woman, Gov. Rick Scott says at Zika roundtable in Naples. zika"
776786100052488196, either Zika is gonna kill us here in Miami or the spray for them will. More Lucky Americans
759038885578113024,"Zika has arrived in Florida. To protect us, President Trump will build a giant mosquito net. The mosquitos will pay for the net."
727629849938923521,' We cannot spray our way out of this.' Why current methods of controlling Zika mosquitoes may be a lost cause. 
771490083543388160, also they are being poisoned as we spray for Zika 😫 
714074655691259904,marsha blackburn protecting infants lives I do not think so. Slew of anti abortion laws may thwart Zika research 
772044528958181376,"NFR Many questions about Zika, spraying, bees and more. We present one side of this multi sided conflicting,... "
767798214980411392,In this informative video HRC tells us Zika is transmitted through mosquitos and we should use mosquito repellant 
759323462301253632, Where is the money for protecting citizens from Zika? Have you no soul? I support PP and ALL women is rights!
694927892233347072,may Allah protect us from zika
767556838791389184,Seen people posting angrily about NYC spraying for Zika mosquitoes in predominantly DR amp PR neighborhoods. Am I naive for being relieved?
773003927520419840," I mean. I know no immunology, but it might make sense that specific Zika AB is protect from 2nd Zika infection?"
756235861696577536,Zika in the U.S is about to get bigger than people think! Do you have a protection plan? 
730437357523062784,"There is so much about Zika Virus we do not know. In order to be as prepared as possible to protect women amp children, new funding is needed."
741081763498229760,Will condoms and repellent be enough to protect our athletes from Zika virus in Rio? 
771882859829219329," Anything man puts his hands in on, he has a tendency to fu k it up! You get my point? Honeybees medicine food gas Zika spraying"
774261735477903360,"It is time to stop playing political games, and start protecting our citizens against the Zika virus. "
791379650022871044, I have a question for you Do you believe and unborn child deserves to be protected from the Zika Virus?
712706513492512769,"Republicans our first priority is to protect Americans! Also, republicans no, we would not fund Zika virus research! "
760656629415174144,Also copped some bug repellent that is 98.11 Deet. I am not playing with these hoe ass Zika mosquitos in Costa Rica.
760325497687531520,6 more days till I I am in Jamaica got to start packing though. Get all the bug spray and stuff mosquitos is not no joke and zika.
